id,atc,name,dc_code,other_code,dc_name,other_name,random,path,cdist,res,jcn,lin,wup,lch,nam
1634,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C0281361,C0678222,Adenocarcinoma of pancreas,Carcinoma of the Breast,0,-1,-1,-1,-1,-1,-1,-1,-1
1635,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C0281361,C0235974,Adenocarcinoma of pancreas,carcinoma pancreatic,0,-1,-1,-1,-1,-1,-1,-1,-1
1636,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C0281361,C1140680,Adenocarcinoma of pancreas,Malignant Neoplasm of the Ovary,0,-1,-1,-1,-1,-1,-1,-1,-1
1637,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C0281361,C0029925,Adenocarcinoma of pancreas,ovarian carcinomas,0,-1,-1,-1,-1,-1,-1,-1,-1
1638,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C1140680,C0007131,Malignant Neoplasm of the Ovary,Non-Small Cell Carcinoma of the Lung,0,-1,-1,-1,-1,-1,-1,-1,-1
1639,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C1140680,C0281361,Malignant Neoplasm of the Ovary,Adenocarcinoma of pancreas,0,-1,-1,-1,-1,-1,-1,-1,-1
1640,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C1140680,C0678222,Malignant Neoplasm of the Ovary,Carcinoma of the Breast,0,-1,-1,-1,-1,-1,-1,-1,-1
1641,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C1140680,C0235974,Malignant Neoplasm of the Ovary,carcinoma pancreatic,0,-1,-1,-1,-1,-1,-1,-1,-1
1642,L01BC05,gemcitabine                                                                                                                                                                                                                                               ,C1140680,C0029925,Malignant Neoplasm of the Ovary,ovarian carcinomas,0,-1,-1,-1,-1,-1,-1,-1,-1
1643,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C0855613,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1644,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C0549399,Arteriosclerosis ,Low density lipoprotein increased,0,-1,-1,-1,-1,-1,-1,-1,-1
1645,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C0020474,Arteriosclerosis ,Familial combined hyperlipidaemia,0,0.1,0.1,0.9555,0.1232,0.1906,0.4762,1.3863,0.138
1646,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C0342882,Arteriosclerosis ,Familial hypercholesterolemia - heterozygous,0,-1,-1,-1,-1,-1,-1,-1,-1
1647,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C0020443,Arteriosclerosis ,Hypercholesterolaemia ,0,0.0909,0.0909,0.9555,0.1534,0.2267,0.4545,1.291,0.1354
1648,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C4029322,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1649,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C0853084,Arteriosclerosis ,hdl increasing,0,-1,-1,-1,-1,-1,-1,-1,-1
1650,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0003850,C0020557,?,?,0,0.0909,0.0909,0.9555,0.1426,0.2141,0.4545,1.291,0.1354
1651,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C0855613,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1652,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C0003850,Familial combined hyperlipidaemia,Arteriosclerosis ,0,0.1,0.1,0.9555,0.1232,0.1906,0.4762,1.3863,0.138
1653,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C0549399,Familial combined hyperlipidaemia,Low density lipoprotein increased,0,-1,-1,-1,-1,-1,-1,-1,-1
1654,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C0342882,Familial combined hyperlipidaemia,Familial hypercholesterolemia - heterozygous,0,-1,-1,-1,-1,-1,-1,-1,-1
1655,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C0020443,Familial combined hyperlipidaemia,Hypercholesterolaemia ,0,0.3333,0.3333,4.231,0.4082,0.7755,0.8333,2.5903,0.2
1656,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C4029322,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1657,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C0853084,Familial combined hyperlipidaemia,hdl increasing,0,-1,-1,-1,-1,-1,-1,-1,-1
1658,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020474,C0020557,?,?,0,0.3333,0.3333,4.231,0.3396,0.7419,0.8333,2.5903,0.2
1659,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C0855613,?,?,0,-1,-1,-1,-1,-1,-2,-2,-2
1660,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C0003850,Familial hypercholesterolemia - heterozygous,Arteriosclerosis ,0,-1,-1,-1,-1,-1,-1,-1,-1
1661,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C0549399,Familial hypercholesterolemia - heterozygous,Low density lipoprotein increased,0,-2,-1,-1,-1,-1,-1,-1,-1
1662,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C0020474,Familial hypercholesterolemia - heterozygous,Familial combined hyperlipidaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
1663,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C0020443,Familial hypercholesterolemia - heterozygous,Hypercholesterolaemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
1664,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C4029322,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1665,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C0853084,Familial hypercholesterolemia - heterozygous,hdl increasing,0,-1,-1,-1,-1,-1,-1,-1,-1
1666,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0342882,C0020557,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1667,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C0855613,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1668,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C0003850,Hypercholesterolaemia ,Arteriosclerosis ,0,0.0909,0.0909,0.9555,0.1534,0.2267,0.4545,1.291,0.1354
1669,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C0549399,Hypercholesterolaemia ,Low density lipoprotein increased,0,-1,-1,-1,-1,-1,-1,-1,-1
1670,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C0020474,Hypercholesterolaemia ,Familial combined hyperlipidaemia,0,0.3333,0.3333,4.231,0.4082,0.7755,0.8333,2.5903,0.2
1671,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C0342882,Hypercholesterolaemia ,Familial hypercholesterolemia - heterozygous,0,-1,-1,-1,-1,-1,-1,-1,-1
1672,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C4029322,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1673,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C0853084,Hypercholesterolaemia ,hdl increasing,0,-1,-1,-1,-1,-1,-1,-1,-1
1674,C10AA04,fluvastatin                                                                                                                                                                                                                                               ,C0020443,C0020557,?,?,0,0.3333,0.3333,4.231,0.7411,0.8625,0.8333,2.5903,0.2
1675,C02AC02,guanfacine                                                                                                                                                                                                                                                ,C1263846,C0020538,Attention Deficit/Hyperactivity Disorder,Hypertensive disease ,0,0.1,0.1,0.1742,0.1279,0.0426,0.4211,1.3863,0.1362
1676,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0686068,C0278498,Secondary malignant neoplasm of stomach ,Malignant neoplasm of stomach stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1677,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0686068,C0278488,Secondary malignant neoplasm of stomach ,Breast Carcinoma Stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1678,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0686068,C0006142,Secondary malignant neoplasm of stomach ,Malignant Neoplasm of the Breast,0,-1,-1,-1,-1,-1,-1,-1,-1
1679,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0686068,C1458155,Secondary malignant neoplasm of stomach ,Mammary Neoplasms,0,-1,-1,-1,-1,-1,-1,-1,-1
1680,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0686068,C0346993,Secondary malignant neoplasm of stomach ,Secondary malignant neoplasm of female breast ,0,-1,-1,-1,-1,-1,-1,-1,-1
1681,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0686068,C1960398,Secondary malignant neoplasm of stomach ,HER2 Positive Breast Carcinoma,0,-1,-1,-1,-1,-1,-1,-1,-1
1682,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0346993,C0278498,Secondary malignant neoplasm of female breast ,Malignant neoplasm of stomach stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1683,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0346993,C0278488,Secondary malignant neoplasm of female breast ,Breast Carcinoma Stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1684,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0346993,C0686068,Secondary malignant neoplasm of female breast ,Secondary malignant neoplasm of stomach ,0,-1,-1,-1,-1,-1,-1,-1,-1
1685,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0346993,C0006142,Secondary malignant neoplasm of female breast ,Malignant Neoplasm of the Breast,0,-1,-1,-1,-1,-1,-1,-1,-1
1686,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0346993,C1458155,Secondary malignant neoplasm of female breast ,Mammary Neoplasms,0,-1,-1,-1,-1,-1,-1,-1,-1
1687,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C0346993,C1960398,Secondary malignant neoplasm of female breast ,HER2 Positive Breast Carcinoma,0,-1,-1,-1,-1,-1,-1,-1,-1
1688,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C1960398,C0278498,HER2 Positive Breast Carcinoma,Malignant neoplasm of stomach stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1689,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C1960398,C0278488,HER2 Positive Breast Carcinoma,Breast Carcinoma Stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1690,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C1960398,C0686068,HER2 Positive Breast Carcinoma,Secondary malignant neoplasm of stomach ,0,-1,-1,-1,-1,-1,-1,-1,-1
1691,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C1960398,C0006142,HER2 Positive Breast Carcinoma,Malignant Neoplasm of the Breast,0,-1,-1,-1,-1,-1,-1,-1,-1
1692,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C1960398,C1458155,HER2 Positive Breast Carcinoma,Mammary Neoplasms,0,-1,-1,-1,-1,-1,-1,-1,-1
1693,L01XC03,trastuzumab                                                                                                                                                                                                                                               ,C1960398,C0346993,HER2 Positive Breast Carcinoma,Secondary malignant neoplasm of female breast ,0,-1,-1,-1,-1,-1,-1,-1,-1
1694,L01XX32,bortezomib                                                                                                                                                                                                                                                ,C0334634,C0026764,Malignant lymphoma lymphocytic intermediate differentiation diffuse,Myeloma Multiple,0,0.2,0.2,3.1369,0.2991,0.6523,0.7273,2.0794,0.1679
1695,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C0264716,C0038454,chronic heart failure,Cerebrovascular accident ,0,-1,-1,-1,-1,-1,-1,-1,-1
1696,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C0264716,C0018801,chronic heart failure,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
1697,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C0264716,C0020538,chronic heart failure,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
1698,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C0264716,C1997351,chronic heart failure,Left ventricular cardiac dysfunction,0,-1,-1,-1,-1,-1,-1,-1,-1
1699,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C0264716,C0027051,chronic heart failure,Myocardial infarction ,0,-1,-1,-1,-1,-1,-1,-1,-1
1700,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C0264716,C0007820,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1701,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C1997351,C0038454,Left ventricular cardiac dysfunction,Cerebrovascular accident ,0,-1,-1,-1,-1,-1,-1,-1,-1
1702,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C1997351,C0018801,Left ventricular cardiac dysfunction,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
1703,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C1997351,C0020538,Left ventricular cardiac dysfunction,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
1704,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C1997351,C0264716,Left ventricular cardiac dysfunction,chronic heart failure,0,-1,-1,-1,-1,-1,-1,-1,-1
1705,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C1997351,C0027051,Left ventricular cardiac dysfunction,Myocardial infarction ,0,-1,-1,-1,-1,-1,-1,-1,-1
1706,C09CA03,valsartan                                                                                                                                                                                                                                                 ,C1997351,C0007820,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1707,C05BB04,sodium tetradecyl sulfate                                                                                                                                                                                                                                 ,C0042345,C0812413,Varicosities,Malignant Pleural Mesothelioma,0,-1,-1,-1,-1,-1,-1,-1,-1
1708,C05BB04,sodium tetradecyl sulfate                                                                                                                                                                                                                                 ,C0042345,C4083276,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1709,L01CB02,teniposide                                                                                                                                                                                                                                                ,C0023449,C4054085,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1710,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0042373,C0003851,Vascular disease ,Obliterans Arteriosclerosis,0,0.25,0.25,2.2229,0.2893,0.5626,0.7368,2.3026,0.1738
1711,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0042373,C0040021,Vascular disease ,Thromboangiitis obliterans ,0,0.3333,0.3333,2.2229,0.3195,0.5868,0.7778,2.5903,0.1867
1712,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0042373,C0007820,?,?,0,0.5,0.5,2.2229,0.7904,0.7785,0.8235,2.9957,0.208
1713,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0042373,C0034734,Vascular disease ,disease raynaud,0,0.3333,0.3333,2.2229,0.4187,0.6505,0.7778,2.5903,0.1867
1714,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0042373,C0917798,Vascular disease ,Cerebral ischemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
1715,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0007820,C0003851,?,?,0,0.2,0.2,2.2229,0.2118,0.485,0.7,2.0794,0.1649
1716,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0007820,C0040021,?,?,0,0.25,0.25,2.2229,0.2275,0.5029,0.7368,2.3026,0.1738
1717,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0007820,C0042373,?,?,0,0.5,0.5,2.2229,0.7904,0.7785,0.8235,2.9957,0.208
1718,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0007820,C0034734,?,?,0,0.25,0.25,2.2229,0.2737,0.5489,0.7368,2.3026,0.1738
1719,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0007820,C0917798,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1720,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0034734,C0003851,disease raynaud,Obliterans Arteriosclerosis,0,0.1667,0.1667,2.2229,0.1711,0.432,0.6667,1.8971,0.1582
1721,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0034734,C0040021,disease raynaud,Thromboangiitis obliterans ,0,0.2,0.2,2.2229,0.1812,0.4462,0.7,2.0794,0.1649
1722,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0034734,C0042373,disease raynaud,Vascular disease ,0,0.3333,0.3333,2.2229,0.4187,0.6505,0.7778,2.5903,0.1867
1723,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0034734,C0007820,?,?,0,0.25,0.25,2.2229,0.2737,0.5489,0.7368,2.3026,0.1738
1724,C04AA01,isoxsuprine                                                                                                                                                                                                                                               ,C0034734,C0917798,disease raynaud,Cerebral ischemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
1725,L01BA04,pemetrexed                                                                                                                                                                                                                                                ,C0007131,C0812413,Non-Small Cell Carcinoma of the Lung,Malignant Pleural Mesothelioma,0,-1,-1,-1,-1,-1,-1,-1,-1
1726,L01BA04,pemetrexed                                                                                                                                                                                                                                                ,C0007131,C4083276,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1727,L01XC14,trastuzumab emtansine                                                                                                                                                                                                                                     ,C1960398,C0278498,HER2 Positive Breast Carcinoma,Malignant neoplasm of stomach stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1728,L01XC14,trastuzumab emtansine                                                                                                                                                                                                                                     ,C1960398,C0278488,HER2 Positive Breast Carcinoma,Breast Carcinoma Stage IV,0,-1,-1,-1,-1,-1,-1,-1,-1
1729,L01XC14,trastuzumab emtansine                                                                                                                                                                                                                                     ,C1960398,C0006142,HER2 Positive Breast Carcinoma,Malignant Neoplasm of the Breast,0,-1,-1,-1,-1,-1,-1,-1,-1
1730,L01XC14,trastuzumab emtansine                                                                                                                                                                                                                                     ,C1960398,C1458155,HER2 Positive Breast Carcinoma,Mammary Neoplasms,0,-1,-1,-1,-1,-1,-1,-1,-1
1731,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0745138,C0020538,hypertensive urgencies,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
1732,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0745138,C0264716,hypertensive urgencies,chronic heart failure,0,-1,-1,-1,-1,-1,-1,-1,-1
1733,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0745138,C0013604,hypertensive urgencies,Oedema ,0,-1,-1,-1,-1,-1,-1,-1,-1
1734,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0264716,C0020538,chronic heart failure,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
1735,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0264716,C0745138,chronic heart failure,hypertensive urgencies,0,-1,-1,-1,-1,-1,-1,-1,-1
1736,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0264716,C0013604,chronic heart failure,Oedema ,0,-1,-1,-1,-1,-1,-1,-1,-1
1737,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0013604,C0020538,Oedema ,Hypertensive disease ,0,0.1429,0.1429,0.9555,0.1799,0.2558,0.5556,1.743,0.1483
1738,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0013604,C0745138,Oedema ,hypertensive urgencies,0,-1,-1,-1,-1,-1,-1,-1,-1
1739,C03AA03,hydrochlorothiazide                                                                                                                                                                                                                                       ,C0013604,C0264716,Oedema ,chronic heart failure,0,-1,-1,-1,-1,-1,-1,-1,-1
1740,C09AA02,enalapril                                                                                                                                                                                                                                                 ,C0018802,C0018801,Failure Congestive Heart,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
1741,C09AA02,enalapril                                                                                                                                                                                                                                                 ,C0018802,C3698411,Failure Congestive Heart,Asymptomatic left ventricular systolic dysfunction,0,-1,-1,-1,-1,-1,-1,-1,-1
1742,C09AA02,enalapril                                                                                                                                                                                                                                                 ,C0018802,C0020538,Failure Congestive Heart,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
1743,C09AA02,enalapril                                                                                                                                                                                                                                                 ,C0018802,C0742758,Failure Congestive Heart,Symptomatic congestive heart failure,0,-1,-1,-1,-1,-1,-1,-1,-1
1744,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C0264716,C0038454,chronic heart failure,Cerebrovascular accident ,0,-1,-1,-1,-1,-1,-1,-1,-1
1745,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C0264716,C0018801,chronic heart failure,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
1746,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C0264716,C0020538,chronic heart failure,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
1747,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C0264716,C1997351,chronic heart failure,Left ventricular cardiac dysfunction,0,-1,-1,-1,-1,-1,-1,-1,-1
1748,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C0264716,C0027051,chronic heart failure,Myocardial infarction ,0,-1,-1,-1,-1,-1,-1,-1,-1
1749,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C0264716,C0007820,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1750,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C1997351,C0038454,Left ventricular cardiac dysfunction,Cerebrovascular accident ,0,-1,-1,-1,-1,-1,-1,-1,-1
1751,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C1997351,C0018801,Left ventricular cardiac dysfunction,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
1752,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C1997351,C0020538,Left ventricular cardiac dysfunction,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
1753,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C1997351,C0264716,Left ventricular cardiac dysfunction,chronic heart failure,0,-1,-1,-1,-1,-1,-1,-1,-1
1754,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C1997351,C0027051,Left ventricular cardiac dysfunction,Myocardial infarction ,0,-1,-1,-1,-1,-1,-1,-1,-1
1755,C09DB08,valsartan and lercanidipine                                                                                                                                                                                                                               ,C1997351,C0007820,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
1756,L01XD04,aminolevulinic acid                                                                                                                                                                                                                                       ,C0303920,C1274598,Fluorescent stain ,Multiple actinic keratoses,0,-1,-1,-1,-1,-1,-1,-1,-1
1757,L01XD04,aminolevulinic acid                                                                                                                                                                                                                                       ,C0303920,C1274600,Fluorescent stain ,Multiple actinic keratoses involving face,0,-1,-1,-1,-1,-1,-1,-1,-1
1758,L01XD04,aminolevulinic acid                                                                                                                                                                                                                                       ,C0303920,C1274599,Fluorescent stain ,Multiple actinic keratoses involving scalp,0,-1,-1,-1,-1,-1,-1,-1,-1
1759,L01XD04,aminolevulinic acid                                                                                                                                                                                                                                       ,C0303920,C0022602,Fluorescent stain ,Keratoses Actinic,0,-1,-1,-1,-1,-1,-1,-1,-1
