atc,name,dc_code,other_code,dc_name,other_name,lesk,vector
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C1282512,Hypoalphalipoproteinaemia,at risk of coronary heart disease,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C0342881,Hypoalphalipoproteinaemia,Familial hypercholesterolemia - homozygous,137.0,0.7099
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C0020474,Hypoalphalipoproteinaemia,Familial combined hyperlipidaemia,148.0,0.7338
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C0342882,Hypoalphalipoproteinaemia,Familial hypercholesterolemia - heterozygous,137.0,0.7099
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C0020443,Hypoalphalipoproteinaemia,"Hypercholesterolaemia ",339.0,0.8167
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C0010068,Hypoalphalipoproteinaemia,Heart Diseases Coronary,436.0,0.4401
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C0020479,Hypoalphalipoproteinaemia,Type III Hyperlipoproteinemias,517.0,0.783
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0473527,C0020557,?,?,382.0,0.7442
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0038454,"Arteriosclerosis ","Cerebrovascular accident ",29564.0,0.6346
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0473527,"Arteriosclerosis ",Hypoalphalipoproteinaemia,602.0,0.5851
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C1282512,"Arteriosclerosis ",at risk of coronary heart disease,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0342881,"Arteriosclerosis ",Familial hypercholesterolemia - homozygous,89.0,0.4182
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0020474,"Arteriosclerosis ",Familial combined hyperlipidaemia,130.0,0.6951
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0342882,"Arteriosclerosis ",Familial hypercholesterolemia - heterozygous,89.0,0.4182
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0020443,"Arteriosclerosis ","Hypercholesterolaemia ",318.0,0.6946
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0010068,"Arteriosclerosis ",Heart Diseases Coronary,60943.0,0.8557
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0020479,"Arteriosclerosis ",Type III Hyperlipoproteinemias,516.0,0.6441
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0003850,C0020557,?,?,410.0,0.6745
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0038454,Familial hypercholesterolemia - homozygous,"Cerebrovascular accident ",77.0,0.308
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0473527,Familial hypercholesterolemia - homozygous,Hypoalphalipoproteinaemia,137.0,0.7099
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0003850,Familial hypercholesterolemia - homozygous,"Arteriosclerosis ",89.0,0.4182
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C1282512,Familial hypercholesterolemia - homozygous,at risk of coronary heart disease,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0020474,Familial hypercholesterolemia - homozygous,Familial combined hyperlipidaemia,59.0,0.664
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0342882,Familial hypercholesterolemia - homozygous,Familial hypercholesterolemia - heterozygous,2982.0,1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0020443,Familial hypercholesterolemia - homozygous,"Hypercholesterolaemia ",1538.0,0.7453
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0010068,Familial hypercholesterolemia - homozygous,Heart Diseases Coronary,72.0,0.2763
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0020479,Familial hypercholesterolemia - homozygous,Type III Hyperlipoproteinemias,124.0,0.6592
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342881,C0020557,?,?,143.0,0.6564
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0038454,Familial combined hyperlipidaemia,"Cerebrovascular accident ",111.0,0.5547
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0473527,Familial combined hyperlipidaemia,Hypoalphalipoproteinaemia,148.0,0.7338
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0003850,Familial combined hyperlipidaemia,"Arteriosclerosis ",130.0,0.6951
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C1282512,Familial combined hyperlipidaemia,at risk of coronary heart disease,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0342881,Familial combined hyperlipidaemia,Familial hypercholesterolemia - homozygous,59.0,0.664
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0342882,Familial combined hyperlipidaemia,Familial hypercholesterolemia - heterozygous,59.0,0.664
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0020443,Familial combined hyperlipidaemia,"Hypercholesterolaemia ",336.0,0.9038
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0010068,Familial combined hyperlipidaemia,Heart Diseases Coronary,114.0,0.4295
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0020479,Familial combined hyperlipidaemia,Type III Hyperlipoproteinemias,442.0,0.8257
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020474,C0020557,?,?,324.0,0.8643
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0038454,Familial hypercholesterolemia - heterozygous,"Cerebrovascular accident ",77.0,0.308
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0473527,Familial hypercholesterolemia - heterozygous,Hypoalphalipoproteinaemia,137.0,0.7099
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0003850,Familial hypercholesterolemia - heterozygous,"Arteriosclerosis ",89.0,0.4182
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C1282512,Familial hypercholesterolemia - heterozygous,at risk of coronary heart disease,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0342881,Familial hypercholesterolemia - heterozygous,Familial hypercholesterolemia - homozygous,2982.0,1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020474,Familial hypercholesterolemia - heterozygous,Familial combined hyperlipidaemia,59.0,0.664
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020443,Familial hypercholesterolemia - heterozygous,"Hypercholesterolaemia ",1538.0,0.7453
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0010068,Familial hypercholesterolemia - heterozygous,Heart Diseases Coronary,72.0,0.2763
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020479,Familial hypercholesterolemia - heterozygous,Type III Hyperlipoproteinemias,124.0,0.6592
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0342882,C0020557,?,?,143.0,0.6564
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0038454,"Hypercholesterolaemia ","Cerebrovascular accident ",283.0,0.5435
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0473527,"Hypercholesterolaemia ",Hypoalphalipoproteinaemia,339.0,0.8167
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0003850,"Hypercholesterolaemia ","Arteriosclerosis ",318.0,0.6946
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C1282512,"Hypercholesterolaemia ",at risk of coronary heart disease,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0342881,"Hypercholesterolaemia ",Familial hypercholesterolemia - homozygous,1538.0,0.7453
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0020474,"Hypercholesterolaemia ",Familial combined hyperlipidaemia,336.0,0.9038
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0342882,"Hypercholesterolaemia ",Familial hypercholesterolemia - heterozygous,1538.0,0.7453
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0010068,"Hypercholesterolaemia ",Heart Diseases Coronary,224.0,0.4361
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0020479,"Hypercholesterolaemia ",Type III Hyperlipoproteinemias,373.0,0.8255
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020443,C0020557,?,?,3356.0,0.8714
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0038454,Type III Hyperlipoproteinemias,"Cerebrovascular accident ",566.0,0.5117
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0473527,Type III Hyperlipoproteinemias,Hypoalphalipoproteinaemia,517.0,0.783
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0003850,Type III Hyperlipoproteinemias,"Arteriosclerosis ",516.0,0.6441
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C1282512,Type III Hyperlipoproteinemias,at risk of coronary heart disease,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0342881,Type III Hyperlipoproteinemias,Familial hypercholesterolemia - homozygous,124.0,0.6592
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0020474,Type III Hyperlipoproteinemias,Familial combined hyperlipidaemia,442.0,0.8257
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0342882,Type III Hyperlipoproteinemias,Familial hypercholesterolemia - heterozygous,124.0,0.6592
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0020443,Type III Hyperlipoproteinemias,"Hypercholesterolaemia ",373.0,0.8255
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0010068,Type III Hyperlipoproteinemias,Heart Diseases Coronary,522.0,0.4087
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020479,C0020557,?,?,410.0,0.8519
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0038454,?,?,361.0,0.5184
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0473527,?,?,382.0,0.7442
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0003850,?,?,410.0,0.6745
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C1282512,?,?,-1.0,-1.0
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0342881,?,?,143.0,0.6564
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0020474,?,?,324.0,0.8643
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0342882,?,?,143.0,0.6564
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0020443,?,?,3356.0,0.8714
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0010068,?,?,309.0,0.452
C10AA01,"simvastatin                                                                                                                                                                                                                                               ",C0020557,C0020479,?,?,410.0,0.8519
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C0085612,"Malaria ","Ventricular arrhythmia ",774.0,0.3334
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C2316460,"Malaria ",Pseudobulbar affect,-1.0,-1.0
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C0750197,"Malaria ",sustained tachycardia ventricular,177.0,0.1458
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C0024530,C0004238,"Malaria ",Fibrillation - atrial,785.0,0.314
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0024530,Pseudobulbar affect,"Malaria ",-1.0,-1.0
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0085612,Pseudobulbar affect,"Ventricular arrhythmia ",-1.0,-1.0
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0750197,Pseudobulbar affect,sustained tachycardia ventricular,-1.0,-1.0
C01BA01,"quinidine                                                                                                                                                                                                                                                 ",C2316460,C0004238,Pseudobulbar affect,Fibrillation - atrial,-1.0,-1.0
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0020428,"Hypertensive disease ","Hyperaldosteronism ",930.0,0.5792
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0023890,"Hypertensive disease ","Cirrhosis of liver ",1623.0,0.5605
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0003962,"Hypertensive disease ","Ascites ",1169.0,0.3719
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C1384514,?,?,-2.0,-2.0
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0264716,"Hypertensive disease ",chronic heart failure,3727.0,0.78
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0013604,"Hypertensive disease ","Oedema ",4881.0,0.6571
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0085580,"Hypertensive disease ","Essential hypertension ",76502.0,0.9242
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0027726,"Hypertensive disease ","Nephrotic syndrome ",6961.0,0.6408
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C1514284,"Hypertensive disease ",Potassium Deficiency Disorder,26.0,0.041
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020538,C0018802,"Hypertensive disease ",Failure Congestive Heart,10979.0,0.7777
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0020538,"Hyperaldosteronism ","Hypertensive disease ",930.0,0.5792
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0023890,"Hyperaldosteronism ","Cirrhosis of liver ",702.0,0.2396
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0003962,"Hyperaldosteronism ","Ascites ",542.0,0.3126
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C1384514,"Hyperaldosteronism ",Syndrome Conn,4796.0,0.84
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0264716,"Hyperaldosteronism ",chronic heart failure,487.0,0.2792
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0013604,"Hyperaldosteronism ","Oedema ",806.0,0.4029
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0085580,"Hyperaldosteronism ","Essential hypertension ",373.0,0.7061
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0027726,"Hyperaldosteronism ","Nephrotic syndrome ",853.0,0.3899
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C1514284,"Hyperaldosteronism ",Potassium Deficiency Disorder,27.0,0.0777
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0020428,C0018802,"Hyperaldosteronism ",Failure Congestive Heart,687.0,0.272
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0020538,"Ascites ","Hypertensive disease ",1169.0,0.3719
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0020428,"Ascites ","Hyperaldosteronism ",542.0,0.3126
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0023890,"Ascites ","Cirrhosis of liver ",3056.0,0.4046
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C1384514,"Ascites ",Syndrome Conn,302.0,0.3447
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0264716,"Ascites ",chronic heart failure,643.0,0.3308
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0013604,"Ascites ","Oedema ",3429.0,0.5548
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0085580,"Ascites ","Essential hypertension ",380.0,0.2911
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0027726,"Ascites ","Nephrotic syndrome ",882.0,0.4193
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C1514284,"Ascites ",Potassium Deficiency Disorder,18.0,0.0666
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0003962,C0018802,"Ascites ",Failure Congestive Heart,1160.0,0.331
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0020538,chronic heart failure,"Hypertensive disease ",3727.0,0.78
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0020428,chronic heart failure,"Hyperaldosteronism ",487.0,0.2792
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0023890,chronic heart failure,"Cirrhosis of liver ",771.0,0.6216
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0003962,chronic heart failure,"Ascites ",643.0,0.3308
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C1384514,chronic heart failure,Syndrome Conn,245.0,0.2347
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0013604,chronic heart failure,"Oedema ",3309.0,0.7312
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0085580,chronic heart failure,"Essential hypertension ",2976.0,0.5701
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0027726,chronic heart failure,"Nephrotic syndrome ",1020.0,0.6315
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C1514284,chronic heart failure,Potassium Deficiency Disorder,17.0,0.0136
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0264716,C0018802,chronic heart failure,Failure Congestive Heart,171006.0,0.9915
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0020538,"Oedema ","Hypertensive disease ",4881.0,0.6571
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0020428,"Oedema ","Hyperaldosteronism ",806.0,0.4029
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0023890,"Oedema ","Cirrhosis of liver ",1639.0,0.6998
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0003962,"Oedema ","Ascites ",3429.0,0.5548
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C1384514,"Oedema ",Syndrome Conn,399.0,0.3275
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0264716,"Oedema ",chronic heart failure,3309.0,0.7312
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0085580,"Oedema ","Essential hypertension ",2912.0,0.4564
C03DA01,"spironolactone                                                                                                                                                                                                                                            ",C0013604,C0027726,"Oedema ","Nephrotic syndrome ",1637.0,0.6746
